state,county,community,communityname,fold,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,OtherPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumIlleg,PctIlleg,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,RentLowQ,RentMedian,RentHighQ,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LemasSwornFT,LemasSwFTPerPop,LemasSwFTFieldOps,LemasSwFTFieldPerPop,LemasTotalReq,LemasTotReqPerPop,PolicReqPerOffic,PolicPerPop,RacialMatchCommPol,PctPolicWhite,PctPolicBlack,PctPolicHisp,PctPolicAsian,PctPolicMinor,OfficAssgnDrugUnits,NumKindsDrugsSeiz,PolicAveOTWorked,LandArea,PopDens,PctUsePubTrans,PolicCars,PolicOperBudg,LemasPctPolicOnPatr,LemasGangUnitDeploy,LemasPctOfficDrugUn,PolicBudgPerPop,ViolentCrimesPerPop
22,102,83,1705,7,0,37,1,96,2,1,32,37,24,50,0,0,30,58,37,58,50,15,35,31,28,27,15,31,16,0,5,0,12,58,43,19,17,59,74,26,73,26,32,25,27,29,42,77,78,71,71,93,81,0,6,0,98,90,75,62,8,5,4,3,94,2,22,21,40,44,26,67,7,49,1,1,71,62,13,33,21,10,22,13,11,11,18,19,19,22,19,34,14,0,0,2,89,56,68,81,3,29,29,29,5,30,32,29,13,14,18,5,0,16,5,9,62,2,13,2,6,3,35,0,0,21,0.21
25,42,486,1252,7,6,75,34,46,80,11,75,69,72,19,7,63,63,83,13,60,24,15,27,61,41,43,41,46,32,34,43,1,6,20,25,49,25,62,46,41,36,43,20,71,22,21,55,82,73,91,76,62,66,2,22,6,39,49,59,58,50,56,60,55,57,20,37,37,59,69,33,68,19,42,1,3,80,59,8,30,27,5,5,45,43,39,66,58,61,55,34,53,28,0,0,54,50,55,41,62,3,29,29,29,5,30,32,29,13,14,18,5,0,16,5,9,62,5,21,33,6,3,35,0,0,21,0.13
32,42,486,1744,7,1,47,1,93,11,3,36,25,17,21,3,63,55,74,30,64,21,10,29,52,52,51,50,12,27,27,62,1,9,6,11,57,9,71,28,43,17,67,36,16,41,39,43,80,80,81,72,52,63,0,5,0,25,20,18,17,7,5,4,4,92,3,16,18,54,53,44,77,6,23,1,1,86,74,29,19,35,13,11,21,23,27,40,36,43,38,33,48,40,0,0,11,45,41,38,48,3,29,29,29,5,30,32,29,13,14,18,5,0,16,5,9,62,2,21,13,6,3,35,0,0,21,0.12
30,34,206,636,7,8,34,14,86,2,1,35,37,27,46,10,63,18,37,7,35,54,52,52,20,20,21,16,16,18,14,17,9,44,42,58,12,51,33,54,29,58,22,64,25,65,67,38,49,46,52,47,46,41,4,27,0,41,39,32,32,2,2,1,1,95,2,20,19,38,37,40,51,12,59,0,7,72,50,78,53,11,41,15,9,8,8,19,19,18,20,54,24,21,4,0,1,73,56,84,80,1,13,31,13,3,18,39,13,68,58,14,5,0,13,7,5,32,6,26,9,2,2,39,0,79,15,0.59
19,44,127,509,7,5,40,7,82,16,18,45,48,42,49,7,63,25,36,19,37,59,60,49,28,24,25,19,18,14,19,15,5,36,46,54,18,60,36,63,38,58,30,45,50,43,45,41,45,44,44,46,32,39,4,44,2,23,28,34,36,12,13,14,14,64,25,27,23,39,43,39,35,16,60,0,7,61,34,53,45,0,29,40,31,29,27,28,37,40,40,51,51,38,1,6,22,73,53,69,69,1,13,31,13,3,18,39,13,68,58,14,5,0,13,7,5,32,8,12,9,2,2,39,0,0,15,0.7
30,44,127,1665,7,0,47,0,97,1,2,41,34,25,34,2,63,42,61,0,50,41,24,58,39,33,31,0,32,27,13,45,1,22,18,32,24,26,54,68,36,57,31,41,22,34,37,46,80,73,76,84,64,55,0,6,0,7,17,21,20,1,3,3,3,92,2,23,24,52,53,42,71,8,32,1,2,55,67,10,90,24,9,28,12,11,12,27,26,25,31,29,17,8,0,0,7,67,68,63,80,1,13,31,13,3,18,39,13,68,58,14,5,0,13,7,5,32,3,9,1,2,2,39,0,0,15,0.03
33,18,202,645,7,1,19,0,97,1,1,23,31,25,71,0,0,21,37,13,55,65,25,38,27,30,29,4,0,15,24,24,1,21,61,60,15,15,46,88,18,86,21,51,24,42,47,21,63,63,64,58,50,57,0,11,0,27,31,30,24,2,2,2,1,93,1,8,7,21,26,20,47,4,48,1,1,75,43,12,44,3,30,43,14,14,14,20,21,21,22,29,38,26,0,0,3,83,63,70,80,1,13,31,13,3,18,39,13,68,58,14,5,0,13,7,5,32,1,33,3,2,2,39,0,0,15,0.06
6,56,672,1616,7,4,27,3,94,7,2,22,31,23,61,0,0,38,49,13,56,58,20,59,42,39,37,29,29,30,42,34,2,13,44,47,22,28,54,66,37,50,34,40,35,38,39,30,69,69,73,70,60,70,1,16,2,13,13,19,22,6,6,7,8,79,8,10,10,30,36,21,59,5,59,0,7,58,53,4,80,15,11,30,37,35,32,32,36,40,38,35,63,37,0,0,20,74,64,81,77,1,13,31,13,3,18,39,13,68,58,14,5,0,13,7,5,32,11,7,4,2,2,39,0,0,15,0.1
44,3,239,733,7,7,34,1,96,5,2,33,37,26,37,8,63,32,58,23,57,43,34,42,33,32,31,20,15,18,16,22,4,21,21,31,22,34,57,81,27,76,27,48,29,45,47,37,64,64,67,61,65,67,2,13,1,21,22,27,32,3,3,3,3,92,3,18,17,39,43,29,62,6,45,1,4,80,57,31,37,23,16,15,11,9,8,24,24,24,26,32,17,24,2,0,5,80,57,77,75,1,13,31,13,3,18,39,13,68,58,14,5,0,13,7,5,32,7,18,6,2,2,39,0,0,15,0.08
25,77,667,1683,7,2,41,13,76,48,3,26,31,21,25,4,63,65,77,17,62,19,9,12,71,68,67,58,25,53,58,54,1,8,19,19,64,8,68,30,45,15,76,32,35,32,32,49,86,83,87,76,47,45,0,6,2,27,29,36,41,18,17,19,20,75,8,18,16,43,58,8,74,5,45,1,4,60,61,2,55,42,3,15,38,45,54,62,53,56,54,38,63,28,0,0,28,30,36,41,40,1,13,31,13,3,18,39,13,68,58,14,5,0,13,7,5,32,3,18,63,2,2,39,0,0,15,0.11
38,77,667,1033,7,0,49,40,44,1,31,42,41,33,56,0,0,14,31,31,24,61,41,28,17,17,25,14,16,62,16,14,3,65,57,67,18,21,35,61,28,60,21,40,33,45,44,51,54,45,68,40,58,58,0,15,1,37,61,68,84,31,44,45,51,70,39,49,45,50,38,66,48,41,53,1,2,61,53,11,62,26,80,42,5,5,7,13,16,16,18,43,40,53,0,0,35,74,44,56,76,1,13,31,13,3,18,39,13,68,58,14,5,0,13,7,5,32,3,10,0,2,2,39,0,0,15,0.15
28,77,667,1423,7,1,32,68,42,3,3,36,34,24,49,0,0,15,41,28,27,55,44,31,17,20,27,17,31,35,25,20,3,56,42,51,20,43,40,83,29,72,34,60,39,65,65,35,30,24,17,23,65,79,2,56,0,45,43,65,63,6,5,7,6,92,7,24,21,35,31,41,46,16,48,1,2,61,47,19,38,27,63,46,8,8,9,10,14,15,19,47,52,33,0,0,5,78,54,65,70,1,13,31,13,3,18,39,13,68,58,14,5,0,13,7,5,32,4,9,0,2,2,39,0,0,15,0.51
0,77,667,1036,7,2,32,0,97,4,1,24,16,11,54,3,63,87,50,64,91,45,8,41,96,97,100,0,85,73,0,93,0,4,2,2,95,3,44,9,81,1,98,7,13,20,15,33,92,91,88,73,19,19,0,0,0,40,31,32,27,9,6,6,5,91,2,8,10,38,43,1,88,0,18,1,1,82,80,6,41,20,1,21,45,49,61,34,35,39,34,21,7,10,0,0,9,62,70,82,73,1,13,31,13,3,18,39,13,68,58,14,5,0,13,7,5,32,3,14,0,2,2,39,0,0,15,0.02
34,56,478,1291,7,1,40,2,95,6,2,31,27,21,39,2,41,50,62,15,64,38,8,60,47,44,42,47,0,39,45,44,1,10,20,22,54,31,59,35,56,24,58,33,27,24,28,39,84,81,92,76,49,61,0,3,0,5,6,10,21,1,1,2,3,86,1,13,14,47,46,42,68,4,43,1,5,38,66,13,74,27,8,0,43,43,47,51,58,72,64,51,63,38,0,0,8,31,61,63,40,1,13,31,13,3,18,39,13,68,58,14,5,0,13,7,5,32,7,6,6,2,2,39,0,0,15,0.06
38,56,478,1283,7,0,51,9,54,18,80,43,40,28,31,0,0,16,52,54,32,45,25,34,21,16,20,19,1,27,16,18,2,54,67,62,14,66,34,48,23,49,24,47,26,46,47,57,63,55,59,64,26,29,0,17,1,57,46,66,69,28,20,26,26,29,36,44,42,56,53,57,53,48,53,1,3,40,53,80,68,27,75,57,6,6,7,13,15,16,16,65,21,13,0,0,21,79,63,71,81,1,13,31,13,3,18,39,13,68,58,14,5,0,13,7,5,32,2,14,1,2,2,39,0,0,15,0.51
9,56,478,390,7,6,16,51,55,4,11,11,15,12,97,7,63,31,9,19,62,92,20,64,32,56,71,20,29,40,38,32,5,29,33,43,32,45,19,13,31,23,38,50,27,44,48,13,37,28,46,41,67,64,5,44,5,33,53,57,65,33,46,46,48,68,29,25,20,20,13,35,60,24,83,0,33,1,63,17,30,36,25,17,18,20,28,44,47,54,49,58,63,26,0,3,42,13,49,56,42,1,13,31,13,3,18,39,13,68,58,14,5,0,13,7,5,32,4,27,6,2,2,39,0,0,15,0.58
19,34,680,1766,7,0,59,1,90,29,3,49,31,35,45,1,54,98,55,40,94,39,7,26,97,97,100,75,0,95,47,30,0,8,4,2,95,17,45,25,85,0,98,10,33,9,9,38,93,91,94,86,28,25,0,4,1,18,17,26,35,11,9,12,16,82,4,18,21,53,53,27,89,0,8,2,1,76,85,5,66,17,0,0,98,99,97,57,98,98,99,54,37,31,0,0,25,52,79,68,75,1,13,31,13,3,18,39,13,68,58,14,5,0,13,7,5,32,5,5,41,2,2,39,0,0,15,0.05
25,16,328,985,7,1,41,2,89,30,3,28,21,18,55,3,63,98,59,17,93,51,8,40,97,97,100,45,0,61,85,93,0,4,10,10,95,6,49,17,67,2,98,9,27,12,10,37,92,91,96,79,16,16,0,4,2,27,30,30,32,25,24,22,23,70,8,14,15,47,51,15,85,2,18,1,1,84,78,12,45,8,1,14,89,99,97,82,80,95,80,49,35,25,1,0,39,39,79,68,57,1,13,31,13,3,18,39,13,68,58,14,5,0,13,7,5,32,2,17,96,2,2,39,0,0,15,0.05
9,16,328,420,7,4,12,2,96,2,3,16,14,13,97,5,63,23,7,17,64,93,16,90,28,40,39,13,38,27,50,47,2,18,18,30,27,19,21,20,40,24,37,50,16,45,49,10,60,60,62,45,58,75,1,6,2,12,13,12,14,6,6,5,5,86,4,5,5,13,13,15,66,5,79,0,13,34,63,4,15,34,15,0,16,15,15,32,32,34,33,54,54,14,0,0,21,4,47,55,35,1,13,31,13,3,18,39,13,68,58,14,5,0,13,7,5,32,3,27,4,2,2,39,0,0,15,0.21
4,16,328,1551,7,32,61,19,33,90,46,44,42,33,32,33,63,24,42,26,28,40,100,40,23,21,29,20,14,16,27,24,37,57,61,58,21,69,29,26,42,45,33,59,48,60,61,73,47,46,53,52,21,17,20,44,31,32,47,60,70,51,66,76,82,33,71,82,73,65,52,76,28,73,64,0,20,73,34,36,20,31,29,39,22,24,26,33,33,36,34,63,50,15,30,14,67,51,39,64,68,4,8,28,8,11,17,55,8,10,57,22,3,0,18,7,8,62,15,34,11,16,9,59,1,65,16,0.65
27,10,180,610,7,12,41,26,64,47,11,26,26,19,45,13,63,77,66,23,72,42,11,47,81,84,91,43,37,64,45,56,3,9,16,19,74,23,58,24,70,13,83,21,33,26,24,37,81,69,87,75,34,39,3,18,10,43,51,52,50,54,57,52,48,62,19,21,21,43,46,34,68,12,46,1,7,77,64,12,45,15,6,15,75,80,84,55,61,87,62,30,54,54,31,0,54,65,72,68,71,4,8,28,8,11,17,55,8,10,57,22,3,0,18,7,8,62,9,23,97,16,9,59,1,0,16,0.1
38,10,180,1261,7,2,54,13,43,3,76,47,44,35,39,0,0,15,46,98,32,50,44,18,15,17,26,15,16,10,15,14,4,60,69,66,19,51,44,34,36,50,26,41,26,38,40,61,68,57,72,70,47,44,1,22,1,30,26,33,44,15,11,13,16,33,42,58,54,57,49,64,47,52,56,0,4,53,50,56,64,23,86,28,4,4,6,13,15,16,16,37,33,25,0,0,20,78,51,62,75,4,8,28,8,11,17,55,8,10,57,22,3,0,18,7,8,62,4,14,0,16,9,59,1,0,16,0.23
25,46,105,471,7,1,37,2,89,21,16,25,30,24,68,3,63,43,48,8,61,68,13,52,45,44,43,40,0,38,45,40,0,7,51,56,21,28,49,53,17,40,28,22,35,27,25,37,74,72,82,63,41,45,0,6,2,29,31,33,33,40,38,36,35,46,31,17,18,43,43,43,54,10,48,1,1,84,52,4,34,11,7,15,53,48,42,46,50,64,52,27,53,69,0,0,59,57,79,76,75,4,8,28,8,11,17,55,8,10,57,22,3,0,18,7,8,62,1,56,26,16,9,59,1,0,16,0.05
25,0,655,1664,7,0,21,3,91,9,10,18,28,21,74,2,63,34,41,18,55,70,28,47,42,48,46,82,15,41,32,31,1,16,19,34,21,15,50,4,19,13,33,42,46,44,44,24,54,52,59,44,6,36,0,17,1,11,21,20,22,6,10,9,10,74,5,16,14,26,27,25,52,10,46,1,13,0,50,4,79,13,8,0,32,33,36,53,55,59,56,60,54,60,0,0,24,41,70,77,70,4,8,28,8,11,17,55,8,10,57,22,3,0,18,7,8,62,0,43,71,16,9,59,1,0,16,0.13
27,59,538,1355,7,35,29,61,39,11,16,37,50,37,36,36,63,17,39,11,34,41,81,36,19,22,30,21,17,17,18,17,43,62,38,54,27,57,39,57,55,48,35,71,74,68,71,43,6,7,6,2,39,37,43,96,10,35,37,42,45,15,14,15,15,73,16,37,26,30,38,28,31,13,60,0,39,62,28,72,38,0,47,30,14,12,9,32,30,30,30,80,50,54,17,0,18,69,43,77,74,13,25,20,27,20,36,46,25,37,37,32,19,14,36,12,6,58,10,54,60,30,17,45,2,41,34,0.48
42,59,538,1329,7,4,32,3,85,39,4,32,41,27,18,6,63,50,81,18,58,14,8,18,53,51,50,65,24,39,27,42,1,8,6,7,65,11,79,41,26,20,62,56,39,60,60,38,71,73,78,66,57,59,1,11,2,50,48,52,51,33,28,28,26,80,11,17,15,37,46,27,53,10,52,1,4,71,46,3,1,40,4,9,43,43,42,62,56,59,57,36,40,16,0,0,28,34,28,44,31,13,25,20,27,20,36,46,25,37,37,32,19,14,36,12,6,58,4,21,27,30,17,45,2,0,34,0.06
4,59,538,1256,7,5,62,4,62,50,46,48,51,43,20,7,63,64,79,22,53,18,20,29,61,47,53,37,29,36,27,31,3,19,33,30,46,22,70,58,29,33,52,34,50,45,40,61,69,63,77,66,53,54,2,28,5,46,52,59,63,62,62,63,62,50,60,55,55,69,60,78,53,45,43,1,2,84,56,2,8,33,5,16,66,69,63,81,73,86,74,47,52,6,1,0,57,41,52,63,65,13,25,20,27,20,36,46,25,37,37,32,19,14,36,12,6,58,2,52,8,30,17,45,2,0,34,0.14
26,59,538,690,7,3,49,15,66,3,56,45,39,27,33,0,0,17,46,47,32,44,45,26,17,17,20,20,15,32,15,13,6,66,55,59,18,48,32,10,24,45,31,49,22,52,52,55,59,54,57,59,6,0,2,27,1,19,20,34,42,8,7,12,14,53,24,39,38,55,51,57,57,41,49,1,11,20,57,48,82,25,94,36,4,5,7,12,16,16,15,38,19,17,1,0,18,32,50,67,50,13,25,20,27,20,36,46,25,37,37,32,19,14,36,12,6,58,5,13,1,30,17,45,2,0,34,0.54
25,16,342,1007,7,4,36,60,45,14,6,27,31,23,46,6,63,66,61,26,62,47,15,38,75,82,100,40,25,67,39,53,2,15,14,20,78,31,60,24,69,16,82,38,50,45,43,41,60,59,79,52,69,67,2,33,3,33,42,47,46,26,29,29,27,79,5,30,26,38,55,20,54,9,50,1,3,80,44,28,53,0,6,16,69,74,81,65,66,81,67,47,56,69,1,1,33,42,63,67,61,1,24,31,28,1,16,20,24,42,42,46,0,0,34,1,3,37,2,50,97,0,1,63,0,27,15,0.21
4,16,342,256,7,3,61,3,65,31,42,39,42,26,26,4,63,31,53,43,22,37,74,30,28,22,24,38,21,18,23,27,4,41,42,57,10,67,39,51,22,65,20,47,23,55,53,60,67,62,63,66,34,38,1,18,2,30,33,37,46,26,25,26,30,58,34,45,47,68,59,75,53,49,44,1,2,72,56,3,17,39,6,26,30,30,27,34,35,36,34,62,67,23,0,0,37,58,24,43,77,1,24,31,28,1,16,20,24,42,42,46,0,0,34,1,3,37,1,39,2,0,1,63,0,0,15,0.25
32,16,342,338,7,6,40,2,82,49,5,85,84,91,27,0,0,18,60,50,62,29,17,32,29,23,24,13,14,18,20,18,7,55,8,11,77,32,33,27,92,21,61,23,89,34,29,28,67,68,71,58,33,47,1,10,3,98,98,92,86,75,62,54,45,78,11,13,11,26,36,24,31,16,60,0,3,82,27,20,11,28,15,34,14,13,14,26,25,26,23,73,41,19,1,1,30,31,16,10,25,1,24,31,28,1,16,20,24,42,42,46,0,0,34,1,3,37,4,29,9,0,1,63,0,0,15,0.09
44,18,393,950,7,3,43,1,97,3,1,27,29,21,36,4,63,50,68,31,78,40,9,47,47,41,39,22,51,26,52,41,1,6,23,24,29,14,66,63,31,39,39,20,26,19,19,40,86,83,84,69,73,74,0,4,0,4,5,8,8,1,1,1,1,92,2,15,17,49,53,21,82,4,24,1,1,86,76,10,28,23,1,8,21,18,15,41,38,40,38,34,35,32,0,0,7,86,75,61,85,1,24,31,28,1,16,20,24,42,42,46,0,0,34,1,3,37,9,7,4,0,1,63,0,0,15,0.04
25,34,410,1105,7,6,34,4,74,29,74,26,36,24,50,8,63,35,50,7,42,51,31,30,38,36,36,46,28,30,37,43,4,24,63,62,26,49,49,47,19,53,36,43,41,46,46,46,61,58,57,55,43,42,3,32,13,25,30,35,41,68,72,76,84,1,88,36,31,39,54,35,27,34,80,0,12,47,23,14,30,11,12,59,43,43,41,31,40,54,39,31,74,47,1,0,95,35,64,70,61,1,24,31,28,1,16,20,24,42,42,46,0,0,34,1,3,37,1,76,97,0,1,63,0,0,15,0.12
0,34,410,1001,7,30,36,76,36,6,2,42,41,33,44,31,63,17,43,16,30,51,40,41,20,25,37,17,17,18,25,33,36,59,31,43,32,60,34,27,54,36,43,57,43,61,62,44,36,31,35,29,53,50,28,62,3,56,56,57,54,8,7,7,6,91,4,29,25,39,41,37,49,18,46,1,38,56,47,52,54,24,38,25,8,9,11,10,14,14,16,46,30,27,12,4,6,72,57,79,67,7,15,26,14,6,11,21,15,31,41,47,0,0,35,7,12,76,34,14,9,24,3,36,2,36,6,0.44
16,34,410,706,7,3,50,49,54,5,2,40,38,28,38,5,63,12,32,19,28,52,63,36,14,16,22,11,6,18,12,26,7,70,66,66,17,54,21,10,46,47,32,52,34,49,52,56,49,40,35,44,17,7,4,46,0,0,6,11,32,0,0,0,1,74,7,43,41,55,52,56,56,33,47,1,4,64,55,51,76,23,52,37,8,8,9,7,11,12,15,58,42,27,3,0,2,91,65,92,90,7,15,26,14,6,11,21,15,31,41,47,0,0,35,7,12,76,4,19,1,24,3,36,2,0,6,0.6
9,34,410,1181,7,0,53,24,74,10,13,31,43,20,12,2,63,46,85,12,45,16,6,21,42,31,33,22,0,26,35,29,1,20,8,14,54,17,75,38,39,22,56,32,20,36,35,49,78,72,86,78,66,54,0,25,0,42,41,52,57,12,10,12,12,82,4,18,20,61,57,57,78,13,17,1,2,51,77,7,21,48,19,30,23,20,19,39,43,45,46,56,60,18,0,0,12,26,1,0,0,7,15,26,14,6,11,21,15,31,41,47,0,0,35,7,12,76,4,7,0,24,3,36,2,0,6,0.34
12,34,410,1600,7,8,40,18,81,7,2,59,53,57,54,9,63,11,31,18,36,65,46,53,15,18,17,16,9,56,96,72,9,54,30,48,22,54,22,36,54,48,33,67,57,57,63,32,45,44,42,45,51,52,3,23,1,75,70,66,72,13,11,9,9,90,5,19,15,27,27,28,54,10,71,0,14,47,52,34,60,0,62,36,2,2,2,10,12,10,10,51,15,26,4,0,7,75,48,60,65,1,17,31,18,2,13,22,17,54,70,4,0,0,3,3,6,9,8,17,7,5,0,56,0,55,5,0.13
19,34,104,57,7,0,37,4,91,13,3,21,32,21,30,2,49,64,79,33,62,28,18,29,62,58,55,69,37,67,25,48,0,3,11,16,57,29,76,42,40,23,66,40,38,46,44,37,78,75,90,76,55,60,0,12,1,15,25,25,25,7,10,9,9,84,8,14,14,42,44,29,73,4,44,1,1,76,68,11,18,31,4,11,46,42,41,53,60,67,64,22,63,60,0,0,20,67,59,71,68,1,17,31,18,2,13,22,17,54,70,4,0,0,3,3,6,9,3,8,18,5,0,56,0,0,5,0.15
5,34,104,52,7,13,43,1,90,12,14,39,35,25,22,14,63,44,73,37,54,24,13,33,43,36,35,31,24,26,38,39,5,15,10,18,38,29,71,36,32,31,45,49,27,52,52,42,69,68,69,64,64,73,2,13,2,43,37,39,43,10,8,7,8,86,6,19,19,49,50,39,70,7,30,1,9,73,66,60,35,33,9,12,22,19,17,35,33,41,32,43,49,17,1,0,10,47,56,60,70,1,9,31,10,7,28,71,9,68,66,0,7,0,5,3,9,18,6,34,17,5,2,69,2,48,9,0.11
4,34,104,331,7,1,92,33,2,3,88,34,74,48,12,0,0,15,45,39,15,38,100,28,12,10,22,15,15,33,20,17,2,64,64,75,4,84,0,15,27,61,19,28,95,48,30,81,52,45,33,54,30,18,2,75,1,34,41,36,42,38,40,32,36,20,51,81,82,81,73,86,41,80,58,0,1,66,44,13,58,30,93,13,11,10,9,14,20,23,22,44,48,22,0,0,48,54,36,19,75,1,9,31,10,7,28,71,9,68,66,0,7,0,5,3,9,18,1,20,2,5,2,69,2,0,9,0.32
25,51,196,685,7,2,55,79,26,24,25,37,38,30,39,3,63,48,70,4,41,43,29,34,48,39,42,39,15,32,43,44,1,15,40,49,24,38,62,41,33,57,30,30,45,34,33,58,64,55,66,66,70,71,2,44,3,20,30,38,43,29,38,45,47,48,41,42,42,63,64,50,72,18,39,1,1,81,68,9,55,6,12,28,35,34,32,53,51,55,54,38,63,49,0,0,62,53,76,68,78,1,9,31,10,7,28,71,9,68,66,0,7,0,5,3,9,18,1,65,47,5,2,69,2,0,9,0.38
19,40,620,1694,7,2,56,3,94,4,3,28,33,25,36,3,62,64,71,20,65,45,16,47,63,51,51,15,10,51,5,21,0,5,10,17,49,26,61,36,47,22,57,21,46,18,19,53,86,85,87,84,63,63,0,5,1,9,17,21,22,3,5,6,6,87,6,23,25,59,61,28,84,2,28,1,1,81,79,12,41,20,2,6,52,49,49,50,59,66,61,27,59,32,0,0,15,80,79,75,84,1,9,31,10,7,28,71,9,68,66,0,7,0,5,3,9,18,6,8,39,5,2,69,2,0,9,0.12
4,40,620,1411,7,9,23,11,59,80,28,20,27,20,66,11,63,39,41,18,50,60,25,77,42,43,43,47,29,35,41,43,3,12,25,34,24,30,45,33,26,41,34,61,34,56,60,28,58,55,76,49,54,59,2,12,8,28,33,43,46,33,35,41,41,56,26,21,18,28,30,26,50,24,63,0,5,80,47,2,21,17,10,14,52,50,49,61,58,64,56,47,62,14,1,1,51,52,60,76,74,1,9,31,10,7,28,71,9,68,66,0,7,0,5,3,9,18,4,43,52,5,2,69,2,0,9,0.37
6,56,714,1712,7,2,48,1,96,5,2,35,32,27,44,3,49,55,63,33,58,49,16,50,53,43,42,34,12,40,81,53,0,7,34,40,29,29,63,68,46,43,44,28,33,26,27,48,80,77,76,74,43,65,0,6,1,14,14,13,12,9,8,7,6,74,10,21,22,54,58,29,80,5,33,1,1,80,74,26,52,19,5,30,41,39,38,36,44,49,45,33,48,31,0,0,26,72,75,67,85,1,9,31,10,7,28,71,9,68,66,0,7,0,5,3,9,18,8,6,4,5,2,69,2,0,9,0.08
39,56,714,1266,7,1,92,0,96,3,4,65,46,29,20,2,63,32,67,65,39,39,30,45,27,12,11,0,15,24,24,24,1,21,5,22,30,32,52,45,53,50,37,21,28,16,18,91,90,87,87,80,34,38,0,5,0,45,48,44,46,4,4,3,3,91,4,98,95,95,93,90,78,33,24,1,0,86,75,81,60,32,20,30,13,12,11,22,19,22,22,33,53,16,0,0,4,80,68,79,75,1,9,31,10,7,28,71,9,68,66,0,7,0,5,3,9,18,2,16,9,5,2,69,2,0,9,0.04
10,56,714,1217,7,1,60,8,87,20,4,44,26,18,18,0,0,68,77,28,63,21,3,34,61,48,47,29,0,43,74,43,0,4,7,7,60,22,58,33,20,12,61,14,14,22,18,55,89,88,90,72,17,30,0,8,1,95,90,80,73,31,26,21,17,87,5,17,20,68,66,55,82,4,12,1,2,73,79,0,26,45,2,8,27,28,28,51,54,61,61,39,55,23,0,0,13,20,19,0,0,1,9,31,10,7,28,71,9,68,66,0,7,0,5,3,9,18,7,7,1,5,2,69,2,0,9,0.0
6,46,98,72,7,1,36,2,94,9,1,25,17,16,42,1,22,90,68,33,88,36,5,40,94,97,98,72,0,66,32,27,0,2,10,10,83,5,60,26,52,8,85,22,22,18,19,32,96,94,92,85,28,29,0,1,1,24,37,40,42,10,13,13,13,86,4,9,11,41,42,18,86,1,31,1,2,69,81,0,42,34,3,6,61,68,79,83,77,93,82,48,59,31,0,0,17,41,56,62,43,1,9,31,10,7,28,71,9,68,66,0,7,0,5,3,9,18,7,5,8,5,2,69,2,0,9,0.02
25,44,219,737,7,1,48,1,96,5,4,30,33,22,24,1,16,60,78,13,58,26,12,34,56,50,49,38,53,33,84,67,0,5,17,20,38,12,75,32,33,30,46,36,30,28,32,48,86,82,90,57,40,51,0,5,1,2,6,11,10,1,2,3,2,85,5,18,20,55,53,35,87,5,38,1,4,46,84,19,96,22,7,58,41,40,38,63,62,76,73,55,67,58,0,0,13,70,73,67,80,1,9,31,10,7,28,71,9,68,66,0,7,0,5,3,9,18,12,4,12,5,2,69,2,0,9,0.03
1,44,219,30,7,34,43,13,69,30,7,37,44,30,8,34,61,52,83,39,86,8,30,26,52,50,53,36,19,31,43,43,14,18,9,14,41,39,73,4,39,22,50,69,40,66,68,47,63,62,63,64,46,52,10,27,9,38,45,53,53,16,16,17,16,81,9,27,24,47,50,45,42,22,52,1,57,41,40,45,52,37,20,32,24,25,26,47,48,60,45,36,53,11,18,8,17,18,29,45,26,5,7,27,7,5,7,23,7,52,56,11,5,34,15,6,10,0,60,1,14,32,9,60,2,47,16,0.36
